game_key_suffix,season,game_date_et,away,home,away_final,home_final,close_total,close_home_spread,ml_away,ml_home,source_url
sbr:2013-14:2013-10-29:CHI:MIA,2013-14,2013-10-29,CHI,MIA,95,107,188.5,-5.0,180,-220,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-10-29:LAC:LAL,2013-14,2013-10-29,LAC,LAL,103,116,202.5,9.5,-575,435,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-10-29:ORL:IND,2013-14,2013-10-29,ORL,IND,87,97,188.5,-12.0,675,-1025,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-10-30:ATL:DAL,2013-14,2013-10-30,ATL,DAL,109,118,196.0,-6.0,205,-245,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-10-30:BKN:CLE,2013-14,2013-10-30,BKN,CLE,94,98,194.0,3.0,-155,135,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-10-30:BOS:TOR,2013-14,2013-10-30,BOS,TOR,87,93,189.5,-8.0,305,-385,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-10-30:CHA:HOU,2013-14,2013-10-30,CHA,HOU,83,96,200.0,-13.0,1030,-1630,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-10-30:LAL:GSW,2013-14,2013-10-30,LAL,GSW,94,125,206.0,-12.5,690,-1090,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-10-30:MEM:SAS,2013-14,2013-10-30,MEM,SAS,94,101,189.0,-6.0,210,-250,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-10-30:MIA:PHI,2013-14,2013-10-30,MIA,PHI,110,114,195.0,9.5,-795,495,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-10-30:MIL:NYK,2013-14,2013-10-30,MIL,NYK,83,90,196.5,-8.0,290,-360,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-10-30:OKC:UTA,2013-14,2013-10-30,OKC,UTA,101,98,191.5,6.5,-275,225,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-10-30:POR:PHX,2013-14,2013-10-30,POR,PHX,91,104,197.5,5.5,-215,180,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-10-30:WAS:DET,2013-14,2013-10-30,WAS,DET,102,113,189.0,-2.5,120,-140,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-10-31:GSW:LAC,2013-14,2013-10-31,GSW,LAC,115,126,205.5,-6.0,210,-250,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-10-31:NYK:CHI,2013-14,2013-10-31,NYK,CHI,81,82,188.0,-7.5,290,-350,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-01:CLE:CHA,2013-14,2013-11-01,CLE,CHA,84,90,188.0,3.5,-165,145,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-01:DAL:HOU,2013-14,2013-11-01,DAL,HOU,105,113,207.0,-6.5,230,-280,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-01:LAC:SAC,2013-14,2013-11-01,LAC,SAC,110,101,203.0,3.5,-165,145,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-01:MIA:BKN,2013-14,2013-11-01,MIA,BKN,100,101,195.0,4.0,-170,150,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-01:MIL:BOS,2013-14,2013-11-01,MIL,BOS,105,98,185.5,-2.5,120,-140,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-01:NOP:ORL,2013-14,2013-11-01,NOP,ORL,90,110,193.5,4.0,-175,155,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-01:PHI:WAS,2013-14,2013-11-01,PHI,WAS,109,102,201.0,-9.5,405,-530,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-01:POR:DEN,2013-14,2013-11-01,POR,DEN,113,98,198.0,-4.5,165,-190,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-01:SAS:LAL,2013-14,2013-11-01,SAS,LAL,91,85,208.5,7.0,-345,285,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-01:TOR:ATL,2013-14,2013-11-01,TOR,ATL,95,102,195.0,-3.5,140,-160,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-01:UTA:PHX,2013-14,2013-11-01,UTA,PHX,84,87,195.5,-3.0,135,-155,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-02:CHA:NOP,2013-14,2013-11-02,CHA,NOP,84,105,184.5,-8.5,340,-420,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-02:CHI:PHI,2013-14,2013-11-02,CHI,PHI,104,107,194.5,9.0,-450,370,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-02:CLE:IND,2013-14,2013-11-02,CLE,IND,74,89,188.0,-8.0,350,-430,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-02:HOU:UTA,2013-14,2013-11-02,HOU,UTA,104,93,199.5,6.0,-260,220,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-02:MEM:DAL,2013-14,2013-11-02,MEM,DAL,99,111,194.5,-3.0,130,-150,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-02:SAC:GSW,2013-14,2013-11-02,SAC,GSW,87,98,208.0,-11.0,520,-750,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-02:SAS:POR,2013-14,2013-11-02,SAS,POR,105,115,198.5,2.5,-140,120,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-03:ATL:LAL,2013-14,2013-11-03,ATL,LAL,103,105,205.5,0.0,-120,100,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-03:BKN:ORL,2013-14,2013-11-03,BKN,ORL,86,107,195.0,5.5,-240,200,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-03:BOS:DET,2013-14,2013-11-03,BOS,DET,77,87,193.0,-9.0,367,-471,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-03:MIN:NYK,2013-14,2013-11-03,MIN,NYK,109,100,195.0,-3.0,135,-155,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-03:PHX:OKC,2013-14,2013-11-03,PHX,OKC,96,103,198.5,-12.5,850,-1400,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-03:WAS:MIA,2013-14,2013-11-03,WAS,MIA,93,103,199.5,-12.5,890,-1500,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-04:BOS:MEM,2013-14,2013-11-04,BOS,MEM,88,95,185.5,-12.0,660,-1060,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-04:GSW:PHI,2013-14,2013-11-04,GSW,PHI,110,90,211.5,7.0,-280,230,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-04:HOU:LAC,2013-14,2013-11-04,HOU,LAC,118,137,211.0,-5.0,175,-205,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-04:MIN:CLE,2013-14,2013-11-04,MIN,CLE,92,93,198.0,-1.5,110,-130,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-05:ATL:SAC,2013-14,2013-11-05,ATL,SAC,105,100,201.0,-2.0,115,-135,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-05:CHA:NYK,2013-14,2013-11-05,CHA,NYK,102,97,185.5,-9.5,425,-550,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-05:IND:DET,2013-14,2013-11-05,IND,DET,99,91,186.0,0.0,-119,-101,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-05:LAL:DAL,2013-14,2013-11-05,LAL,DAL,104,123,213.0,-9.0,355,-455,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-05:MIA:TOR,2013-14,2013-11-05,MIA,TOR,104,95,195.5,5.5,-215,182,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-05:PHX:NOP,2013-14,2013-11-05,PHX,NOP,104,98,192.0,-9.5,405,-525,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-05:SAS:DEN,2013-14,2013-11-05,SAS,DEN,102,94,203.0,5.0,-205,175,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-05:UTA:BKN,2013-14,2013-11-05,UTA,BKN,88,104,191.0,-9.5,435,-570,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-06:CHI:IND,2013-14,2013-11-06,CHI,IND,80,97,182.5,-2.0,110,-130,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-06:CLE:MIL,2013-14,2013-11-06,CLE,MIL,104,109,191.0,3.0,-150,130,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-06:DAL:OKC,2013-14,2013-11-06,DAL,OKC,93,107,210.5,-7.0,243,-294,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-06:LAC:ORL,2013-14,2013-11-06,LAC,ORL,90,98,207.5,7.0,-290,240,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-06:NOP:MEM,2013-14,2013-11-06,NOP,MEM,99,84,190.0,-7.5,265,-320,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-06:PHX:SAS,2013-14,2013-11-06,PHX,SAS,96,99,198.5,-13.0,850,-1400,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-06:TOR:CHA,2013-14,2013-11-06,TOR,CHA,90,92,187.0,2.5,-145,125,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-06:UTA:BOS,2013-14,2013-11-06,UTA,BOS,87,97,185.5,-4.5,162,-190,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-06:WAS:PHI,2013-14,2013-11-06,WAS,PHI,116,102,204.5,3.0,-150,130,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-07:ATL:DEN,2013-14,2013-11-07,ATL,DEN,107,109,203.5,-5.0,175,-205,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-07:LAC:MIA,2013-14,2013-11-07,LAC,MIA,97,102,207.0,-6.0,215,-260,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-07:LAL:HOU,2013-14,2013-11-07,LAL,HOU,99,98,216.5,-13.5,970,-1700,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-08:BOS:ORL,2013-14,2013-11-08,BOS,ORL,91,89,191.0,-5.5,190,-230,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-08:CLE:PHI,2013-14,2013-11-08,CLE,PHI,79,94,206.0,3.0,-155,135,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-08:DAL:MIN,2013-14,2013-11-08,DAL,MIN,108,116,210.5,-4.5,160,-185,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-08:DEN:PHX,2013-14,2013-11-08,DEN,PHX,103,114,200.0,-1.5,105,-125,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-08:GSW:SAS,2013-14,2013-11-08,GSW,SAS,74,76,203.5,-6.0,205,-245,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-08:LAL:NOP,2013-14,2013-11-08,LAL,NOP,85,96,202.5,-9.5,395,-505,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-08:NYK:CHA,2013-14,2013-11-08,NYK,CHA,101,91,190.5,3.5,-155,135,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-08:OKC:DET,2013-14,2013-11-08,OKC,DET,119,110,197.0,3.0,-155,135,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-08:SAC:POR,2013-14,2013-11-08,SAC,POR,91,104,200.0,-8.0,295,-365,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-08:TOR:IND,2013-14,2013-11-08,TOR,IND,84,91,187.5,-8.5,325,-425,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-08:UTA:CHI,2013-14,2013-11-08,UTA,CHI,73,97,186.0,-12.5,705,-1105,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-09:BOS:MIA,2013-14,2013-11-09,BOS,MIA,111,110,193.0,-13.5,1065,-1665,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-09:DAL:MIL,2013-14,2013-11-09,DAL,MIL,91,83,206.5,3.0,-150,130,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-09:GSW:MEM,2013-14,2013-11-09,GSW,MEM,90,108,191.5,-2.0,110,-130,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-09:IND:BKN,2013-14,2013-11-09,IND,BKN,96,91,187.5,0.0,-110,-110,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-09:LAC:HOU,2013-14,2013-11-09,LAC,HOU,107,94,214.5,-3.0,130,-150,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-09:ORL:ATL,2013-14,2013-11-09,ORL,ATL,94,104,199.0,-6.5,230,-280,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-09:POR:SAC,2013-14,2013-11-09,POR,SAC,96,85,198.5,-2.0,110,-130,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-09:UTA:TOR,2013-14,2013-11-09,UTA,TOR,91,115,187.0,-9.0,345,-450,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-10:MIN:LAL,2013-14,2013-11-10,MIN,LAL,113,90,209.5,4.0,-175,150,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-10:NOP:PHX,2013-14,2013-11-10,NOP,PHX,94,101,196.0,1.5,-125,105,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-10:SAS:NYK,2013-14,2013-11-10,SAS,NYK,120,89,195.0,3.0,-150,130,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-11:ATL:CHA,2013-14,2013-11-11,ATL,CHA,103,94,197.0,2.0,-125,105,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-11:CLE:CHI,2013-14,2013-11-11,CLE,CHI,81,96,187.5,-8.5,320,-400,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-11:DEN:UTA,2013-14,2013-11-11,DEN,UTA,100,81,197.0,2.0,-130,110,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-11:DET:POR,2013-14,2013-11-11,DET,POR,103,109,199.0,-5.0,170,-200,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-11:MEM:IND,2013-14,2013-11-11,MEM,IND,79,95,182.0,-6.0,235,-285,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-11:MIN:LAC,2013-14,2013-11-11,MIN,LAC,107,109,211.5,-6.5,215,-260,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-11:ORL:BOS,2013-14,2013-11-11,ORL,BOS,105,120,191.0,-1.5,100,-120,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-11:SAS:PHI,2013-14,2013-11-11,SAS,PHI,109,85,204.0,6.5,-285,235,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-12:DET:GSW,2013-14,2013-11-12,DET,GSW,95,113,204.5,-9.0,375,-480,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-12:MIL:MIA,2013-14,2013-11-12,MIL,MIA,95,118,195.5,-13.5,1110,-1710,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-12:NOP:LAL,2013-14,2013-11-12,NOP,LAL,95,116,199.5,3.5,-160,140,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-12:WAS:DAL,2013-14,2013-11-12,WAS,DAL,95,105,205.5,-5.5,185,-225,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-13:BKN:SAC,2013-14,2013-11-13,BKN,SAC,86,107,194.5,4.0,-170,150,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-13:CHA:BOS,2013-14,2013-11-13,CHA,BOS,89,83,191.5,-5.5,190,-230,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-13:CLE:MIN,2013-14,2013-11-13,CLE,MIN,95,124,201.0,-8.0,310,-390,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-13:LAL:DEN,2013-14,2013-11-13,LAL,DEN,99,111,208.5,-9.5,395,-505,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-13:MIL:ORL,2013-14,2013-11-13,MIL,ORL,91,94,194.0,-7.5,265,-325,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-13:NOP:UTA,2013-14,2013-11-13,NOP,UTA,105,111,191.5,2.5,-145,125,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-13:NYK:ATL,2013-14,2013-11-13,NYK,ATL,95,91,201.5,-4.0,155,-175,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-13:OKC:LAC,2013-14,2013-11-13,OKC,LAC,103,111,209.5,-4.5,160,-185,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-13:PHX:POR,2013-14,2013-11-13,PHX,POR,89,90,203.0,-7.0,260,-320,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-13:TOR:MEM,2013-14,2013-11-13,TOR,MEM,103,87,185.5,-6.0,200,-240,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-13:WAS:SAS,2013-14,2013-11-13,WAS,SAS,79,92,198.0,-11.0,485,-785,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-14:HOU:NYK,2013-14,2013-11-14,HOU,NYK,109,106,206.5,2.0,-130,110,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-14:OKC:GSW,2013-14,2013-11-14,OKC,GSW,115,116,207.0,-5.0,175,-200,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-15:CHA:CLE,2013-14,2013-11-15,CHA,CLE,86,80,187.0,-6.0,210,-250,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-15:CHI:TOR,2013-14,2013-11-15,CHI,TOR,96,80,181.5,-1.5,100,-120,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-15:DAL:MIA,2013-14,2013-11-15,DAL,MIA,104,110,205.5,-8.5,330,-430,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-15:DET:SAC,2013-14,2013-11-15,DET,SAC,97,90,198.5,-2.0,110,-130,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-15:MEM:LAL,2013-14,2013-11-15,MEM,LAL,89,86,197.5,3.0,-150,130,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-15:MIL:IND,2013-14,2013-11-15,MIL,IND,77,104,184.0,-14.0,1230,-1930,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-15:MIN:DEN,2013-14,2013-11-15,MIN,DEN,113,117,210.0,2.0,-130,110,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-15:PHI:ATL,2013-14,2013-11-15,PHI,ATL,103,113,207.5,-8.5,330,-430,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-15:POR:BOS,2013-14,2013-11-15,POR,BOS,109,96,194.0,1.5,-120,100,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-15:SAS:UTA,2013-14,2013-11-15,SAS,UTA,91,82,193.0,10.0,-670,445,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-16:ATL:NYK,2013-14,2013-11-16,ATL,NYK,110,90,202.5,-4.0,160,-185,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-16:BKN:LAC,2013-14,2013-11-16,BKN,LAC,103,110,202.5,-14.0,1010,-1610,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-16:BOS:MIN,2013-14,2013-11-16,BOS,MIN,88,106,202.5,-10.0,425,-580,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-16:DAL:ORL,2013-14,2013-11-16,DAL,ORL,108,100,204.0,2.5,-140,120,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-16:DEN:HOU,2013-14,2013-11-16,DEN,HOU,111,122,214.0,-8.0,320,-410,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-16:MIA:CHA,2013-14,2013-11-16,MIA,CHA,97,81,193.0,8.5,-410,320,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-16:OKC:MIL,2013-14,2013-11-16,OKC,MIL,92,79,199.5,10.5,-805,505,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-16:PHI:NOP,2013-14,2013-11-16,PHI,NOP,98,135,204.5,-8.5,345,-450,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-16:UTA:GSW,2013-14,2013-11-16,UTA,GSW,88,102,198.5,-15.5,1585,-3185,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-17:DET:LAL,2013-14,2013-11-17,DET,LAL,99,114,205.0,2.5,-135,115,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-17:MEM:SAC,2013-14,2013-11-17,MEM,SAC,97,86,187.5,2.5,-140,120,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-18:DEN:OKC,2013-14,2013-11-18,DEN,OKC,113,115,212.5,-9.0,390,-495,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-18:GSW:UTA,2013-14,2013-11-18,GSW,UTA,98,87,195.5,8.0,-385,305,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-18:MEM:LAC,2013-14,2013-11-18,MEM,LAC,106,102,196.5,-8.5,355,-460,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-18:PHI:DAL,2013-14,2013-11-18,PHI,DAL,94,97,215.5,-11.5,640,-1040,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-18:POR:BKN,2013-14,2013-11-18,POR,BKN,108,98,195.5,-1.5,105,-125,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
sbr:2013-14:2013-11-19:ATL:MIA,2013-14,2013-11-19,ATL,MIA,88,104,203.5,-8.5,345,-450,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2013-14
