game_key_suffix,season,game_date_et,away,home,away_final,home_final,close_total,close_home_spread,ml_away,ml_home,source_url
sbr:2014-15:2014-12-20:MIL:LAC,2014-15,2014-12-20,MIL,LAC,102,106,210.0,-10.5,460,-630,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-20:PHX:NYK,2014-15,2014-12-20,PHX,NYK,99,90,198.5,6.0,-265,225,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-20:POR:NOP,2014-15,2014-12-20,POR,NOP,114,88,205.0,-5.5,190,-230,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-20:SAS:DAL,2014-15,2014-12-20,SAS,DAL,93,99,206.5,-10.5,495,-700,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-20:UTA:CHA,2014-15,2014-12-20,UTA,CHA,86,104,194.5,-3.5,145,-165,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-21:DET:BKN,2014-15,2014-12-21,DET,BKN,105,110,189.5,-2.0,110,-130,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-21:IND:MIN,2014-15,2014-12-21,IND,MIN,100,96,195.5,3.5,-170,150,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-21:LAL:SAC,2014-15,2014-12-21,LAL,SAC,101,108,207.0,-7.5,260,-320,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-21:MEM:CLE,2014-15,2014-12-21,MEM,CLE,91,105,196.5,-5.0,175,-200,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-21:NOP:OKC,2014-15,2014-12-21,NOP,OKC,101,99,200.0,-7.0,270,-330,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-21:NYK:TOR,2014-15,2014-12-21,NYK,TOR,108,118,197.0,-12.0,740,-1040,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-21:PHI:ORL,2014-15,2014-12-21,PHI,ORL,96,88,193.5,-8.5,355,-445,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-21:PHX:WAS,2014-15,2014-12-21,PHX,WAS,104,92,205.5,-5.5,205,-245,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-22:ATL:DAL,2014-15,2014-12-22,ATL,DAL,105,102,209.0,-4.5,166,-195,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-22:DEN:CHA,2014-15,2014-12-22,DEN,CHA,82,110,200.5,-2.5,120,-140,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-22:LAC:SAS,2014-15,2014-12-22,LAC,SAS,118,125,204.0,-1.0,-105,-115,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-22:POR:HOU,2014-15,2014-12-22,POR,HOU,95,110,198.5,-5.0,180,-215,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-22:SAC:GSW,2014-15,2014-12-22,SAC,GSW,108,128,212.5,-11.5,600,-850,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-22:TOR:CHI,2014-15,2014-12-22,TOR,CHI,120,129,200.5,-4.0,149,-174,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-22:UTA:MEM,2014-15,2014-12-22,UTA,MEM,97,91,193.5,-8.0,305,-375,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-23:BOS:ORL,2014-15,2014-12-23,BOS,ORL,95,100,198.5,-2.0,110,-130,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-23:CHA:MIL,2014-15,2014-12-23,CHA,MIL,108,101,197.0,-6.0,206,-251,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-23:CHI:WAS,2014-15,2014-12-23,CHI,WAS,99,91,197.5,-2.5,120,-140,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-23:DEN:BKN,2014-15,2014-12-23,DEN,BKN,96,102,199.0,-4.0,150,-175,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-23:GSW:LAL,2014-15,2014-12-23,GSW,LAL,105,115,216.5,10.0,-700,525,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-23:LAC:ATL,2014-15,2014-12-23,LAC,ATL,104,107,209.0,-1.5,111,-132,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-23:MIN:CLE,2014-15,2014-12-23,MIN,CLE,104,125,210.5,-14.0,900,-2500,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-23:NOP:IND,2014-15,2014-12-23,NOP,IND,84,96,194.0,1.5,-119,-101,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-23:PHI:MIA,2014-15,2014-12-23,PHI,MIA,91,87,191.5,-7.5,290,-350,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-25:CLE:MIA,2014-15,2014-12-25,CLE,MIA,91,101,196.0,6.0,-260,215,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-25:GSW:LAC,2014-15,2014-12-25,GSW,LAC,86,100,219.5,-2.5,120,-140,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-25:LAL:CHI,2014-15,2014-12-25,LAL,CHI,93,113,206.0,-12.0,650,-950,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-25:OKC:SAS,2014-15,2014-12-25,OKC,SAS,114,106,196.5,-6.5,225,-270,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-25:WAS:NYK,2014-15,2014-12-25,WAS,NYK,102,91,192.5,5.0,-215,180,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-26:BKN:BOS,2014-15,2014-12-26,BKN,BOS,109,107,201.0,-2.0,110,-130,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-26:CHA:OKC,2014-15,2014-12-26,CHA,OKC,75,98,197.5,-6.5,230,-275,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-26:CLE:ORL,2014-15,2014-12-26,CLE,ORL,98,89,196.0,3.5,-175,150,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-26:IND:DET,2014-15,2014-12-26,IND,DET,109,119,194.0,3.5,-160,135,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-26:LAL:DAL,2014-15,2014-12-26,LAL,DAL,98,102,215.0,-13.0,750,-1100,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-26:MIL:ATL,2014-15,2014-12-26,MIL,ATL,107,77,205.0,-9.0,380,-475,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-26:MIN:DEN,2014-15,2014-12-26,MIN,DEN,102,106,213.0,-10.0,500,-650,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-26:PHI:POR,2014-15,2014-12-26,PHI,POR,93,114,198.0,-12.5,750,-1100,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-26:SAS:NOP,2014-15,2014-12-26,SAS,NOP,90,97,202.0,-2.5,120,-140,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-27:ATL:MIL,2014-15,2014-12-27,ATL,MIL,90,85,204.0,4.5,-190,160,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-27:BOS:WAS,2014-15,2014-12-27,BOS,WAS,88,101,205.5,-9.5,425,-555,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-27:IND:BKN,2014-15,2014-12-27,IND,BKN,110,85,191.0,-3.0,135,-155,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-27:MEM:MIA,2014-15,2014-12-27,MEM,MIA,103,95,189.0,3.5,-160,140,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-27:MIN:GSW,2014-15,2014-12-27,MIN,GSW,97,110,216.0,-18.5,3250,-7500,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-27:NOP:CHI,2014-15,2014-12-27,NOP,CHI,100,107,201.0,-10.0,420,-550,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-27:ORL:CHA,2014-15,2014-12-27,ORL,CHA,102,94,187.5,-6.0,220,-260,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-27:PHI:UTA,2014-15,2014-12-27,PHI,UTA,71,88,197.0,-10.0,425,-560,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-27:TOR:LAC,2014-15,2014-12-27,TOR,LAC,110,98,214.0,-4.5,165,-195,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-28:DET:CLE,2014-15,2014-12-28,DET,CLE,103,80,205.0,-7.5,290,-350,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-28:HOU:SAS,2014-15,2014-12-28,HOU,SAS,106,110,200.0,-1.5,-102,-118,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-28:NYK:POR,2014-15,2014-12-28,NYK,POR,79,101,203.5,-11.5,575,-850,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-28:OKC:DAL,2014-15,2014-12-28,OKC,DAL,107,112,210.5,-2.0,115,-135,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-28:PHX:LAL,2014-15,2014-12-28,PHX,LAL,116,107,216.5,5.0,-210,175,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-28:TOR:DEN,2014-15,2014-12-28,TOR,DEN,116,102,213.0,2.5,-145,125,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-29:CHI:IND,2014-15,2014-12-29,CHI,IND,92,90,193.5,4.5,-200,170,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-29:ORL:MIA,2014-15,2014-12-29,ORL,MIA,102,101,189.5,-5.5,190,-225,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-29:SAC:BKN,2014-15,2014-12-29,SAC,BKN,99,107,203.5,1.0,-115,-105,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-29:UTA:LAC,2014-15,2014-12-29,UTA,LAC,97,101,202.0,-12.0,695,-945,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-29:WAS:HOU,2014-15,2014-12-29,WAS,HOU,104,103,201.0,-3.5,150,-170,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-30:BKN:CHI,2014-15,2014-12-30,BKN,CHI,96,82,197.0,-10.0,450,-600,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-30:CLE:ATL,2014-15,2014-12-30,CLE,ATL,101,109,202.5,-7.0,245,-305,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-30:LAL:DEN,2014-15,2014-12-30,LAL,DEN,111,103,214.5,-5.5,190,-225,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-30:MIN:UTA,2014-15,2014-12-30,MIN,UTA,94,100,202.5,-7.0,240,-300,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-30:PHI:GSW,2014-15,2014-12-30,PHI,GSW,86,126,209.0,-17.5,1645,-2555,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-30:PHX:NOP,2014-15,2014-12-30,PHX,NOP,106,110,213.5,-1.5,105,-125,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-30:SAS:MEM,2014-15,2014-12-30,SAS,MEM,87,95,195.0,-1.0,-105,-115,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-30:WAS:DAL,2014-15,2014-12-30,WAS,DAL,87,114,209.5,-5.0,190,-225,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-31:CHA:HOU,2014-15,2014-12-31,CHA,HOU,83,102,197.5,-11.5,630,-880,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-31:MIA:IND,2014-15,2014-12-31,MIA,IND,95,106,189.5,-3.5,150,-170,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-31:NYK:LAC,2014-15,2014-12-31,NYK,LAC,78,99,205.5,-13.0,705,-1005,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2014-15:2014-12-31:SAC:BOS,2014-15,2014-12-31,SAC,BOS,84,106,211.5,1.5,-125,105,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2014-15
sbr:2015-16:2015-10-27:CLE:CHI,2015-16,2015-10-27,CLE,CHI,95,97,198.5,-4.0,160,-180,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-10-27:DET:ATL,2015-16,2015-10-27,DET,ATL,106,94,196.5,-7.0,255,-320,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-10-27:NOP:GSW,2015-16,2015-10-27,NOP,GSW,95,111,215.0,-10.5,510,-710,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-10-28:CHA:MIA,2015-16,2015-10-28,CHA,MIA,94,104,193.5,-6.5,210,-260,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-10-28:CHI:BKN,2015-16,2015-10-28,CHI,BKN,115,100,196.5,5.0,-205,175,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-10-28:CLE:MEM,2015-16,2015-10-28,CLE,MEM,106,76,189.0,-5.0,185,-215,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-10-28:DAL:PHX,2015-16,2015-10-28,DAL,PHX,111,95,203.0,-6.0,210,-260,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-10-28:DEN:HOU,2015-16,2015-10-28,DEN,HOU,105,85,211.5,-10.5,510,-710,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-10-28:IND:TOR,2015-16,2015-10-28,IND,TOR,99,106,199.5,-5.5,195,-235,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-10-28:LAC:SAC,2015-16,2015-10-28,LAC,SAC,111,104,212.0,5.5,-230,190,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-10-28:MIN:LAL,2015-16,2015-10-28,MIN,LAL,112,111,202.5,-2.5,120,-140,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-10-28:NOP:POR,2015-16,2015-10-28,NOP,POR,94,112,206.5,-2.0,105,-125,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-10-28:NYK:MIL,2015-16,2015-10-28,NYK,MIL,122,97,194.5,-4.5,175,-205,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-10-28:PHI:BOS,2015-16,2015-10-28,PHI,BOS,95,112,198.0,-12.5,800,-1300,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-10-28:SAS:OKC,2015-16,2015-10-28,SAS,OKC,106,112,207.0,-4.0,165,-185,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-10-28:WAS:ORL,2015-16,2015-10-28,WAS,ORL,88,87,202.5,4.0,-180,160,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-10-29:ATL:NYK,2015-16,2015-10-29,ATL,NYK,112,101,199.0,4.5,-185,165,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-10-29:DAL:LAC,2015-16,2015-10-29,DAL,LAC,88,104,212.5,-12.0,650,-950,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-10-29:MEM:IND,2015-16,2015-10-29,MEM,IND,112,103,191.0,3.0,-145,125,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-10-30:BKN:SAS,2015-16,2015-10-30,BKN,SAS,75,102,202.0,-13.5,900,-1600,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-10-30:CHA:ATL,2015-16,2015-10-30,CHA,ATL,94,97,194.5,-4.0,155,-175,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-10-30:GSW:HOU,2015-16,2015-10-30,GSW,HOU,112,92,216.5,1.0,-115,-105,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-10-30:LAL:SAC,2015-16,2015-10-30,LAL,SAC,114,132,212.0,-7.0,245,-305,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-10-30:MIA:CLE,2015-16,2015-10-30,MIA,CLE,92,102,200.5,-4.5,185,-215,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-10-30:MIN:DEN,2015-16,2015-10-30,MIN,DEN,95,78,204.0,-3.5,140,-160,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-10-30:POR:PHX,2015-16,2015-10-30,POR,PHX,92,110,204.5,-4.5,170,-200,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-10-30:TOR:BOS,2015-16,2015-10-30,TOR,BOS,113,103,200.0,-2.0,110,-130,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-10-30:UTA:PHI,2015-16,2015-10-30,UTA,PHI,99,71,186.0,7.5,-325,260,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-10-30:WAS:MIL,2015-16,2015-10-30,WAS,MIL,118,113,200.0,2.0,-135,115,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-10-31:BKN:MEM,2015-16,2015-10-31,BKN,MEM,91,101,192.5,-12.0,705,-955,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-10-31:GSW:NOP,2015-16,2015-10-31,GSW,NOP,134,120,211.5,5.5,-235,200,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-10-31:NYK:WAS,2015-16,2015-10-31,NYK,WAS,117,110,205.0,-7.0,260,-320,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-10-31:PHX:POR,2015-16,2015-10-31,PHX,POR,101,90,204.0,-2.0,105,-125,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-10-31:SAC:LAC,2015-16,2015-10-31,SAC,LAC,109,114,216.0,-10.5,485,-635,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-10-31:UTA:IND,2015-16,2015-10-31,UTA,IND,97,76,193.0,-4.0,140,-160,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-11-01:ATL:CHA,2015-16,2015-11-01,ATL,CHA,94,92,195.5,2.0,-140,120,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-11-01:DAL:LAL,2015-16,2015-11-01,DAL,LAL,103,93,213.0,4.0,-180,160,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-11-01:DEN:OKC,2015-16,2015-11-01,DEN,OKC,93,117,213.5,-12.5,800,-1300,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-11-01:HOU:MIA,2015-16,2015-11-01,HOU,MIA,89,109,207.5,-4.0,150,-170,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-11-01:MIL:TOR,2015-16,2015-11-01,MIL,TOR,87,106,201.0,-6.0,200,-240,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-11-01:ORL:CHI,2015-16,2015-11-01,ORL,CHI,87,92,199.0,-8.0,300,-365,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-11-01:SAS:BOS,2015-16,2015-11-01,SAS,BOS,95,87,203.0,5.5,-260,210,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-11-02:CLE:PHI,2015-16,2015-11-02,CLE,PHI,107,100,195.0,13.0,-1450,850,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-11-02:MEM:GSW,2015-16,2015-11-02,MEM,GSW,69,119,204.0,-9.0,380,-475,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-11-02:MIL:BKN,2015-16,2015-11-02,MIL,BKN,103,96,194.0,1.5,-120,100,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-11-02:OKC:HOU,2015-16,2015-11-02,OKC,HOU,105,110,217.5,4.5,-180,160,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-11-02:PHX:LAC,2015-16,2015-11-02,PHX,LAC,96,102,207.5,-9.0,369,-464,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-11-02:POR:MIN,2015-16,2015-11-02,POR,MIN,106,101,204.0,-3.5,150,-170,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-11-02:SAS:NYK,2015-16,2015-11-02,SAS,NYK,94,84,202.0,7.5,-335,270,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-11-03:ATL:MIA,2015-16,2015-11-03,ATL,MIA,98,92,197.0,-4.0,155,-175,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-11-03:CHI:CHA,2015-16,2015-11-03,CHI,CHA,105,130,193.5,3.5,-170,150,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-11-03:IND:DET,2015-16,2015-11-03,IND,DET,94,82,200.5,-4.5,165,-185,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-11-03:MEM:SAC,2015-16,2015-11-03,MEM,SAC,103,89,196.5,4.0,-185,165,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-11-03:ORL:NOP,2015-16,2015-11-03,ORL,NOP,103,94,205.5,-5.0,175,-205,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-11-04:BKN:ATL,2015-16,2015-11-04,BKN,ATL,87,101,197.0,-7.0,280,-345,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-11-04:BOS:IND,2015-16,2015-11-04,BOS,IND,98,100,207.0,2.0,-129,109,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-11-04:LAC:GSW,2015-16,2015-11-04,LAC,GSW,108,112,217.5,-7.5,280,-345,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-11-04:NYK:CLE,2015-16,2015-11-04,NYK,CLE,86,96,206.0,-10.5,525,-725,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-11-04:PHI:MIL,2015-16,2015-11-04,PHI,MIL,87,91,194.5,-8.5,325,-400,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-11-04:POR:UTA,2015-16,2015-11-04,POR,UTA,108,92,189.5,-7.0,240,-300,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-11-04:SAC:PHX,2015-16,2015-11-04,SAC,PHX,97,118,209.5,-10.0,405,-525,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-11-04:SAS:WAS,2015-16,2015-11-04,SAS,WAS,99,102,201.0,4.0,-175,155,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
sbr:2015-16:2015-11-04:TOR:OKC,2015-16,2015-11-04,TOR,OKC,103,98,213.0,-8.0,310,-380,https://www.sportsbookreviewsonline.com/scoresoddsarchives/nba-odds-2015-16
