game_pk,season,official_date,game_date,game_type,away_team_id,away_team,away_score,home_team_id,home_team,home_score,home_win,total_runs,run_diff_home
413752,2015,2015-04-13,2015-04-13,R,136,Seattle Mariners,5,119,Los Angeles Dodgers,6,1,11,1
413753,2015,2015-04-13,2015-04-13,R,139,Tampa Bay Rays,2,141,Toronto Blue Jays,1,0,3,-1
413754,2015,2015-04-13,2015-04-13,R,120,Washington Nationals,4,111,Boston Red Sox,9,1,13,5
413755,2015,2015-04-14,2015-04-14,R,108,Los Angeles Angels,2,140,Texas Rangers,8,1,10,6
413756,2015,2015-04-14,2015-04-14,R,109,Arizona Diamondbacks,1,135,San Diego Padres,5,1,6,4
413757,2015,2015-04-14,2015-04-14,R,145,Chicago White Sox,4,114,Cleveland Guardians,1,0,5,-3
413758,2015,2015-04-14,2015-04-14,R,113,Cincinnati Reds,3,112,Chicago Cubs,2,0,5,-1
413759,2015,2015-04-14,2015-04-14,R,115,Colorado Rockies,4,137,San Francisco Giants,1,0,5,-3
413760,2015,2015-04-14,2015-04-14,R,116,Detroit Tigers,2,134,Pittsburgh Pirates,0,0,2,-2
413761,2015,2015-04-14,2015-04-14,R,146,Miami Marlins,8,144,Atlanta Braves,2,0,10,-6
413762,2015,2015-04-14,2015-04-14,R,147,New York Yankees,3,110,Baltimore Orioles,4,1,7,1
413763,2015,2015-04-14,2015-04-14,R,133,Athletics,4,117,Houston Astros,0,0,4,-4
413764,2015,2015-04-14,2015-04-14,R,143,Philadelphia Phillies,5,121,New York Mets,6,1,11,1
413765,2015,2015-04-14,2015-04-14,R,136,Seattle Mariners,5,119,Los Angeles Dodgers,6,1,11,1
413766,2015,2015-04-14,2015-04-14,R,139,Tampa Bay Rays,3,141,Toronto Blue Jays,2,0,5,-1
413767,2015,2015-04-14,2015-04-14,R,120,Washington Nationals,7,111,Boston Red Sox,8,1,15,1
413768,2015,2015-04-15,2015-04-15,R,108,Los Angeles Angels,10,140,Texas Rangers,2,0,12,-8
413769,2015,2015-04-15,2015-04-15,R,109,Arizona Diamondbacks,2,135,San Diego Padres,3,1,5,1
413770,2015,2015-04-15,2015-04-15,R,145,Chicago White Sox,2,114,Cleveland Guardians,4,1,6,2
413771,2015,2015-04-15,2015-04-15,R,113,Cincinnati Reds,0,112,Chicago Cubs,5,1,5,5
413772,2015,2015-04-15,2015-04-15,R,115,Colorado Rockies,4,137,San Francisco Giants,2,0,6,-2
413773,2015,2015-04-15,2015-04-15,R,116,Detroit Tigers,1,134,Pittsburgh Pirates,0,0,1,-1
413774,2015,2015-04-15,2015-04-15,R,118,Kansas City Royals,1,142,Minnesota Twins,3,1,4,2
413775,2015,2015-04-15,2015-04-15,R,146,Miami Marlins,6,144,Atlanta Braves,2,0,8,-4
413776,2015,2015-04-15,2015-04-15,R,158,Milwaukee Brewers,2,138,St. Louis Cardinals,4,1,6,2
413777,2015,2015-04-15,2015-04-15,R,147,New York Yankees,5,110,Baltimore Orioles,7,1,12,2
413778,2015,2015-04-15,2015-04-15,R,133,Athletics,1,117,Houston Astros,6,1,7,5
413779,2015,2015-04-15,2015-04-15,R,143,Philadelphia Phillies,1,121,New York Mets,6,1,7,5
413780,2015,2015-04-15,2015-04-15,R,136,Seattle Mariners,2,119,Los Angeles Dodgers,5,1,7,3
413781,2015,2015-04-15,2015-04-15,R,139,Tampa Bay Rays,7,141,Toronto Blue Jays,12,1,19,5
413782,2015,2015-04-15,2015-04-15,R,120,Washington Nationals,10,111,Boston Red Sox,5,0,15,-5
413783,2015,2015-04-16,2015-04-16,R,109,Arizona Diamondbacks,7,137,San Francisco Giants,6,0,13,-1
413784,2015,2015-04-16,2015-04-16,R,118,Kansas City Royals,5,142,Minnesota Twins,8,1,13,3
413785,2015,2015-04-16,2015-04-16,R,146,Miami Marlins,5,121,New York Mets,7,1,12,2
413786,2015,2015-04-16,2015-04-16,R,158,Milwaukee Brewers,0,138,St. Louis Cardinals,4,1,4,4
413787,2015,2015-04-16,2015-04-16,R,143,Philadelphia Phillies,2,120,Washington Nationals,5,1,7,3
413788,2015,2015-04-16,2015-04-16,R,139,Tampa Bay Rays,4,141,Toronto Blue Jays,2,0,6,-2
413789,2015,2015-04-17,2015-04-17,R,108,Los Angeles Angels,6,117,Houston Astros,3,0,9,-3
413790,2015,2015-04-17,2015-04-17,R,109,Arizona Diamondbacks,9,137,San Francisco Giants,0,0,9,-9
413791,2015,2015-04-17,2015-04-17,R,144,Atlanta Braves,8,141,Toronto Blue Jays,7,0,15,-1
413792,2015,2015-04-17,2015-04-17,R,110,Baltimore Orioles,2,111,Boston Red Sox,3,1,5,1
413793,2015,2015-04-17,2015-04-17,R,145,Chicago White Sox,1,116,Detroit Tigers,2,1,3,1
413794,2015,2015-04-17,2015-04-17,R,113,Cincinnati Reds,1,138,St. Louis Cardinals,6,1,7,5
413795,2015,2015-04-17,2015-04-17,R,114,Cleveland Guardians,2,142,Minnesota Twins,3,1,5,1
413796,2015,2015-04-17,2015-04-17,R,115,Colorado Rockies,3,119,Los Angeles Dodgers,7,1,10,4
413797,2015,2015-04-17,2015-04-17,R,146,Miami Marlins,1,121,New York Mets,4,1,5,3
413798,2015,2015-04-17,2015-04-17,R,158,Milwaukee Brewers,3,134,Pittsburgh Pirates,6,1,9,3
413799,2015,2015-04-17,2015-04-17,R,147,New York Yankees,5,139,Tampa Bay Rays,4,0,9,-1
413800,2015,2015-04-17,2015-04-17,R,133,Athletics,4,118,Kansas City Royals,6,1,10,2
413801,2015,2015-04-17,2015-04-17,R,143,Philadelphia Phillies,2,120,Washington Nationals,7,1,9,5
413802,2015,2015-04-17,2015-04-17,R,135,San Diego Padres,5,112,Chicago Cubs,4,0,9,-1
413803,2015,2015-04-17,2015-04-17,R,140,Texas Rangers,3,136,Seattle Mariners,1,0,4,-2
413804,2015,2015-04-18,2015-04-18,R,108,Los Angeles Angels,0,117,Houston Astros,4,1,4,4
413805,2015,2015-04-18,2015-04-18,R,109,Arizona Diamondbacks,1,137,San Francisco Giants,4,1,5,3
413806,2015,2015-04-18,2015-04-18,R,144,Atlanta Braves,5,141,Toronto Blue Jays,6,1,11,1
413807,2015,2015-04-18,2015-04-18,R,110,Baltimore Orioles,4,111,Boston Red Sox,1,0,5,-3
413808,2015,2015-04-18,2015-04-18,R,145,Chicago White Sox,12,116,Detroit Tigers,3,0,15,-9
413809,2015,2015-04-18,2015-04-18,R,113,Cincinnati Reds,2,138,St. Louis Cardinals,5,1,7,3
413810,2015,2015-04-18,2015-04-18,R,114,Cleveland Guardians,4,142,Minnesota Twins,2,0,6,-2
413811,2015,2015-04-18,2015-04-18,R,115,Colorado Rockies,3,119,Los Angeles Dodgers,6,1,9,3
413812,2015,2015-04-18,2015-04-18,R,146,Miami Marlins,4,121,New York Mets,5,1,9,1
413813,2015,2015-04-18,2015-04-18,R,158,Milwaukee Brewers,2,134,Pittsburgh Pirates,6,1,8,4
413814,2015,2015-04-18,2015-04-18,R,147,New York Yankees,9,139,Tampa Bay Rays,0,0,9,-9
413815,2015,2015-04-18,2015-04-18,R,133,Athletics,5,118,Kansas City Royals,0,0,5,-5
413816,2015,2015-04-18,2015-04-18,R,143,Philadelphia Phillies,5,120,Washington Nationals,3,0,8,-2
413817,2015,2015-04-18,2015-04-18,R,135,San Diego Padres,6,112,Chicago Cubs,7,1,13,1
413818,2015,2015-04-18,2015-04-18,R,140,Texas Rangers,1,136,Seattle Mariners,3,1,4,2
413819,2015,2015-04-19,2015-04-19,R,108,Los Angeles Angels,3,117,Houston Astros,4,1,7,1
413820,2015,2015-04-19,2015-04-19,R,109,Arizona Diamondbacks,5,137,San Francisco Giants,1,0,6,-4
413821,2015,2015-04-19,2015-04-19,R,144,Atlanta Braves,5,141,Toronto Blue Jays,2,0,7,-3
413822,2015,2015-04-19,2015-04-19,R,110,Baltimore Orioles,8,111,Boston Red Sox,3,0,11,-5
413823,2015,2015-04-19,2015-04-19,R,145,Chicago White Sox,1,116,Detroit Tigers,9,1,10,8
413824,2015,2015-04-19,2015-04-19,R,113,Cincinnati Reds,1,138,St. Louis Cardinals,2,1,3,1
413825,2015,2015-04-19,2015-04-19,R,114,Cleveland Guardians,2,142,Minnesota Twins,7,1,9,5
413826,2015,2015-04-19,2015-04-19,R,115,Colorado Rockies,0,119,Los Angeles Dodgers,7,1,7,7
413827,2015,2015-04-19,2015-04-19,R,146,Miami Marlins,6,121,New York Mets,7,1,13,1
413828,2015,2015-04-19,2015-04-19,R,158,Milwaukee Brewers,2,134,Pittsburgh Pirates,5,1,7,3
413829,2015,2015-04-19,2015-04-19,R,147,New York Yankees,5,139,Tampa Bay Rays,3,0,8,-2
413830,2015,2015-04-19,2015-04-19,R,133,Athletics,2,118,Kansas City Royals,4,1,6,2
413831,2015,2015-04-19,2015-04-19,R,143,Philadelphia Phillies,1,120,Washington Nationals,4,1,5,3
413832,2015,2015-04-19,2015-04-19,R,135,San Diego Padres,5,112,Chicago Cubs,2,0,7,-3
413833,2015,2015-04-19,2015-04-19,R,140,Texas Rangers,10,136,Seattle Mariners,11,1,21,1
413834,2015,2015-04-20,2015-04-20,R,110,Baltimore Orioles,1,111,Boston Red Sox,7,1,8,6
413835,2015,2015-04-20,2015-04-20,R,112,Chicago Cubs,5,134,Pittsburgh Pirates,2,0,7,-3
413836,2015,2015-04-20,2015-04-20,R,113,Cincinnati Reds,6,158,Milwaukee Brewers,1,0,7,-5
413837,2015,2015-04-20,2015-04-20,R,114,Cleveland Guardians,3,145,Chicago White Sox,4,1,7,1
413838,2015,2015-04-20,2015-04-20,R,117,Houston Astros,7,136,Seattle Mariners,5,0,12,-2
413839,2015,2015-04-20,2015-04-20,R,142,Minnesota Twins,1,118,Kansas City Royals,7,1,8,6
413840,2015,2015-04-20,2015-04-20,R,147,New York Yankees,1,116,Detroit Tigers,2,1,3,1
413841,2015,2015-04-20,2015-04-20,R,133,Athletics,6,108,Los Angeles Angels,3,0,9,-3
413842,2015,2015-04-20,2015-04-20,R,135,San Diego Padres,14,115,Colorado Rockies,3,0,17,-11
413843,2015,2015-04-21,2015-04-21,R,144,Atlanta Braves,1,121,New York Mets,7,1,8,6
413844,2015,2015-04-21,2015-04-21,R,110,Baltimore Orioles,6,141,Toronto Blue Jays,13,1,19,7
413845,2015,2015-04-21,2015-04-21,R,111,Boston Red Sox,1,139,Tampa Bay Rays,0,0,1,-1
413846,2015,2015-04-21,2015-04-21,R,112,Chicago Cubs,9,134,Pittsburgh Pirates,8,0,17,-1
413847,2015,2015-04-21,2015-04-21,R,113,Cincinnati Reds,16,158,Milwaukee Brewers,10,0,26,-6
413848,2015,2015-04-21,2015-04-21,R,114,Cleveland Guardians,6,145,Chicago White Sox,2,0,8,-4
413849,2015,2015-04-21,2015-04-21,R,117,Houston Astros,6,136,Seattle Mariners,3,0,9,-3
413850,2015,2015-04-21,2015-04-21,R,119,Los Angeles Dodgers,2,137,San Francisco Giants,6,1,8,4
413851,2015,2015-04-21,2015-04-21,R,146,Miami Marlins,3,143,Philadelphia Phillies,7,1,10,4
413852,2015,2015-04-21,2015-04-21,R,142,Minnesota Twins,5,118,Kansas City Royals,6,1,11,1
413853,2015,2015-04-21,2015-04-21,R,147,New York Yankees,5,116,Detroit Tigers,2,0,7,-3
413854,2015,2015-04-21,2015-04-21,R,133,Athletics,1,108,Los Angeles Angels,14,1,15,13
413855,2015,2015-04-21,2015-04-21,R,135,San Diego Padres,7,115,Colorado Rockies,6,0,13,-1
413856,2015,2015-04-21,2015-04-21,R,138,St. Louis Cardinals,1,120,Washington Nationals,2,1,3,1
413857,2015,2015-04-21,2015-04-21,R,140,Texas Rangers,7,109,Arizona Diamondbacks,1,0,8,-6
413858,2015,2015-04-22,2015-04-22,R,144,Atlanta Braves,2,121,New York Mets,3,1,5,1
413859,2015,2015-04-22,2015-04-22,R,110,Baltimore Orioles,2,141,Toronto Blue Jays,4,1,6,2
413860,2015,2015-04-22,2015-04-22,R,111,Boston Red Sox,5,139,Tampa Bay Rays,7,1,12,2
413861,2015,2015-04-22,2015-04-22,R,112,Chicago Cubs,3,134,Pittsburgh Pirates,4,1,7,1
413862,2015,2015-04-22,2015-04-22,R,113,Cincinnati Reds,2,158,Milwaukee Brewers,1,0,3,-1
413863,2015,2015-04-22,2015-04-22,R,114,Cleveland Guardians,0,145,Chicago White Sox,6,1,6,6
413864,2015,2015-04-22,2015-04-22,R,117,Houston Astros,2,136,Seattle Mariners,3,1,5,1
413865,2015,2015-04-22,2015-04-22,R,119,Los Angeles Dodgers,2,137,San Francisco Giants,3,1,5,1
413866,2015,2015-04-22,2015-04-22,R,146,Miami Marlins,6,143,Philadelphia Phillies,1,0,7,-5
413867,2015,2015-04-22,2015-04-22,R,142,Minnesota Twins,3,118,Kansas City Royals,0,0,3,-3
413868,2015,2015-04-22,2015-04-22,R,147,New York Yankees,13,116,Detroit Tigers,4,0,17,-9
413869,2015,2015-04-22,2015-04-22,R,133,Athletics,9,108,Los Angeles Angels,2,0,11,-7
413870,2015,2015-04-22,2015-04-22,R,135,San Diego Padres,4,115,Colorado Rockies,5,1,9,1
413871,2015,2015-04-22,2015-04-22,R,138,St. Louis Cardinals,7,120,Washington Nationals,5,0,12,-2
413872,2015,2015-04-22,2015-04-22,R,140,Texas Rangers,5,109,Arizona Diamondbacks,8,1,13,3
413873,2015,2015-04-23,2015-04-23,R,144,Atlanta Braves,3,121,New York Mets,6,1,9,3
413874,2015,2015-04-23,2015-04-23,R,110,Baltimore Orioles,6,141,Toronto Blue Jays,7,1,13,1
413875,2015,2015-04-23,2015-04-23,R,111,Boston Red Sox,1,139,Tampa Bay Rays,2,1,3,1
413876,2015,2015-04-23,2015-04-23,R,112,Chicago Cubs,4,134,Pittsburgh Pirates,5,1,9,1
413877,2015,2015-04-23,2015-04-23,R,113,Cincinnati Reds,2,158,Milwaukee Brewers,4,1,6,2
413878,2015,2015-04-23,2015-04-23,R,118,Kansas City Royals,3,145,Chicago White Sox,2,0,5,-1
413879,2015,2015-04-23,2015-04-23,R,119,Los Angeles Dodgers,2,137,San Francisco Giants,3,1,5,1
413880,2015,2015-04-23,2015-04-23,R,146,Miami Marlins,9,143,Philadelphia Phillies,1,0,10,-8
413881,2015,2015-04-23,2015-04-23,R,147,New York Yankees,2,116,Detroit Tigers,1,0,3,-1
413882,2015,2015-04-23,2015-04-23,R,133,Athletics,0,108,Los Angeles Angels,2,1,2,2
413883,2015,2015-04-23,2015-04-23,R,135,San Diego Padres,1,115,Colorado Rockies,2,1,3,1
413884,2015,2015-04-23,2015-04-23,R,138,St. Louis Cardinals,4,120,Washington Nationals,1,0,5,-3
413885,2015,2015-04-24,2015-04-24,R,144,Atlanta Braves,0,143,Philadelphia Phillies,1,1,1,1
413886,2015,2015-04-24,2015-04-24,R,111,Boston Red Sox,7,110,Baltimore Orioles,5,0,12,-2
413887,2015,2015-04-24,2015-04-24,R,112,Chicago Cubs,7,113,Cincinnati Reds,3,0,10,-4
413888,2015,2015-04-24,2015-04-24,R,114,Cleveland Guardians,13,116,Detroit Tigers,1,0,14,-12
413889,2015,2015-04-24,2015-04-24,R,117,Houston Astros,5,133,Athletics,4,0,9,-1
413890,2015,2015-04-24,2015-04-24,R,118,Kansas City Royals,2,145,Chicago White Sox,3,1,5,1
413891,2015,2015-04-24,2015-04-24,R,119,Los Angeles Dodgers,3,135,San Diego Padres,0,0,3,-3
413892,2015,2015-04-24,2015-04-24,R,142,Minnesota Twins,0,136,Seattle Mariners,2,1,2,2
413893,2015,2015-04-24,2015-04-24,R,121,New York Mets,1,147,New York Yankees,6,1,7,5
413894,2015,2015-04-24,2015-04-24,R,134,Pittsburgh Pirates,4,109,Arizona Diamondbacks,1,0,5,-3
413895,2015,2015-04-24,2015-04-24,R,137,San Francisco Giants,4,115,Colorado Rockies,6,1,10,2
413896,2015,2015-04-24,2015-04-24,R,138,St. Louis Cardinals,3,158,Milwaukee Brewers,0,0,3,-3
413897,2015,2015-04-24,2015-04-24,R,140,Texas Rangers,2,108,Los Angeles Angels,3,1,5,1
413898,2015,2015-04-24,2015-04-24,R,141,Toronto Blue Jays,3,139,Tampa Bay Rays,12,1,15,9
413899,2015,2015-04-24,2015-04-24,R,120,Washington Nationals,2,146,Miami Marlins,3,1,5,1
413900,2015,2015-04-25,2015-04-25,R,144,Atlanta Braves,5,143,Philadelphia Phillies,2,0,7,-3
413901,2015,2015-04-25,2015-04-25,R,111,Boston Red Sox,4,110,Baltimore Orioles,5,1,9,1
